PL ID,Status,Category,Discipline,Description,Subsystem,Milestone
PL-002505,Originated,A,P,"Valve damaged by the CPP contractor, It shall be repaired or replaced.",PS5-25-07 - Export Pipeline Pig Launcher,PS5 - Milestone H
PL-002580,Originated,C,M,4.1:Handrail bend due to mishandling,PS5-74-03 - Nitrogen Receiver,PS5 - Milestone F
PL-002581,Closed,B,M,4.2:As per packing list materials are ok. As per drawing we need more bolts. Which is not appearing in the packing list and didn't receive. (Bolt M16x45 w/nut & washer =20 nos and Bolt M12x45 w/nut & washer = 20 nos),PS5-74-03 - Nitrogen Receiver,PS5 - Milestone F
PL-002589,Closed,B,M,4.1:The vertical ladder top cage hoop farication is not correct. Required mirror emage of the present fabricated cage hoop,PS5-60-25 - Cooling Water Maintenance Tank & Return Pump,PS5 - Milestone E
PL-002590,Closed,A,M,"4:During inspection, we found the 2"" pipe weld at the bottom of the tank (Branch weld joint) is totally broken",PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002591,Closed,A,M,4.1:The PS4-01-UV-8700 skid was received here instead of the PS5 skid to be replaced with correct one,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002592,Closed,A,M,4.2:Four flange connections with tag number PS4 have been identified and verified during inspection,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002593,Originated,C,M,"4:During the inspection, it was found that the flange face area had been painted",PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002594,Originated,A,M,"4.1:During the inspection, a significant oil leakage was detected on the pump body(Joint)",PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002595,Originated,C,M,4.2:It was observed that the stud installed was shorter than the required length.,PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002596,Completed,A,M,"4.3:During the inspection, a significant oil leakage was detected on the boll vave(Joint)",PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002597,Originated,C,M,4.4:Found paint damage at pump area,PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002598,Completed,A,M,"4:During inspection, a noticeable oil leakage was detected at the discharge valve area of PS5-28-APO-3901B",PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002599,Originated,C,M,4.1It was observed that the stud installed was shorter than the required length.,PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-002600,Originated,C,M,4:Paint damage and U clamp support missing,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002601,Originated,C,M,4.1:Found paint damage,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002602,Closed,A,M,4.2:Hilti hit-HY-200-A was expired,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002603,Originated,B,M,4.3:PS5-01-IE-0001A support clamp bolt missing and support clamp was broken-01-IE-0001A support clamp bolt missing and support clamp was broken,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002604,Originated,B,M,4.4:Junction box stand 2 bolts are missing,PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002605,Originated,A,M,"4.5:1"" recirculating line piping flange connection bolts 8 nos and spool 2"" flange connection bolts 8 nos are not available with spool or skid",PS5-01-05 - Foam Skid,PS5 - Milestone F
PL-002607,Completed,B,M,"4.1:During the inspection, it was found that the flange face area had Found bend on the nozzle(N5) - Might have happened due to external impact. Also observed paint damage in the location.(No paint damage on the flange or damageonthebolts)been painted",PS5-71-20 - Diesel Fuel Day Tank,PS5 - Milestone B
PL-002608,Originated,B,M,"4:During the inspection, it was found that the gasket (331ID × 348OD × 1.5T) was damaged",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002609,Originated,B,M,"4.1:As per the packing list (Equipment No. 12286.347), 12 pieces of 1/2"" BSP female elbows were listed; they were not received.",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002610,Originated,B,M,"4.2:As per the packing list, 4 units of Stud Coupling A-Lok 8MSC8N-316 were scheduled for delivery; only 2 units were received..",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002611,Completed,A,M,4.3:Hole diameter for the anchor bolts are is lesser than anchor bolt diameter. Need to enlarge the hole diameter to fit withanchorbolt,PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002612,Originated,C,M,4.4:Oil observed at the pump base frame floor area (Oil indicator glass not fixed properly).,PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002613,Originated,B,M,"4.5:As per the packing list (Equipment No. 13472-711-076-7), 1/2"" OD × 16SWG W/T Tubes (4000 mm ) but not received.",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002614,Originated,B,M,"4:During the inspection, it was found that the gasket (331ID × 348OD × 1.5T) was damaged",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002615,Originated,B,M,"4.1:As per the packing list (Equipment No. 12286.347), 12 pieces of 1/2"" BSP female elbows were listed; they were not received.",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002616,Originated,B,M,"4.2:As per the packing list, 4 units of Stud Coupling A-Lok 8MSC8N-316 were scheduled for delivery; only 2 units were received..",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002617,Completed,A,M,4.3:Hole diameter for the anchor bolts are is lesser than anchor bolt diameter. Need to enlarge the hole diameter to fit withanchorbolt,PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002618,Originated,C,M,4.4:Oil observed at the pump base frame floor area (Oil indicator glass not fixed properly).,PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002619,Originated,B,M,"4.5:As per the packing list (Equipment No. 13472-711-076-7), 1/2"" OD × 16SWG W/T Tubes (4000 mm ) but not received.",PS5-01-01 - Fire Water Jockey Pump A/B,PS5 - Milestone C
PL-002621,Originated,B,M,4.1:Plug missing on the 2 nos valves (with pressure gauge) firewaterpumpB,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002622,Originated,B,M,4.2:Oil was found in this area (may be oil leakage),PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002623,Originated,B,M,4.3:The cover plate and nuts and bolts are missing.,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002624,Originated,C,M,4.4:Observed paint damage on the hose,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002625,Originated,A,M,4.5:Damage observed on pressure gauge,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002626,Originated,B,M,4.6:Rubber bush / shock absorber found damage.,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002627,Originated,B,M,"4:During the inspection, some nuts of the overhead pipe supports were found on the floor to be reinstated",PS5-01-10 - Water Mist Package,PS5 - Milestone E
PL-002634,Originated,A,M,4.1:As per the packing list 2 units of EDS-C1-106-002 were scheduled for delivery; only 1 unit was received.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002635,Originated,B,M,"4.2:""As per the packing list PS5-3BC-FP-01 Coverplate on deckplate 1Qty listed; that was not received""",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002636,Completed,B,M,4.3:As per the packing list -PS5-A34-03 Dripping Nose 1Qty listed;that was not received,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002637,Originated,B,M,4.4:As per the packing list 6 units of EDS-C1-106-002 were scheduled for delivery; only 2 unit were received.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002638,Originated,A,M,4.5:As per the packing list -BOLT M10*40HDG 40Qty listed;they were not received,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002639,Closed,A,M,4.6:As per the packing list -CLAMP LADDER 40 Qty listed;they were not received,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002640,Originated,B,M,4.7:As per the packing list 57 units of shroud were scheduled for delivery; only 50 unit were received.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002641,Originated,B,M,4.8:As per the packing list 414 units of shroud were scheduled for delivery; only 337 unit were received.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002642,Closed,B,M,4.9:Flashing column (inside the module )PS5-FLS-RF10 is shorter in lenghth and it can not be fix,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002643,Originated,B,M,4.10: item cut on one side due to deep scratch,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002644,Originated,A,E,4.11:NOT COMPLETE ONE PART IS MISSING,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002645,Closed,B,M,"4.12:External holes (for the alignment of bolt ) are missalinged /need to modify the hole, Rust found near the joint between module 2&3",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002646,Originated,B,M,"4.13:Holes not provided/drilled/tap for installing deck cover plate Between Module 5/6, 6/3, 5/2, 3/2",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002647,Originated,B,M,"4.14:Duct support ,light support,cable tray misplaced/ collapsed from the location",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002648,Closed,B,M,4.15:Flashing column (inside the module 5/6) PS5-FLS-RF10 is shorter in lenghth and it can not be fix.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002649,Originated,B,M,4.16:EITS - IT room door not fixed properly and water coming inside during the rain (manufacturing issue),PS5-83-01 - EITS Building,PS5 - Milestone A
PL-002650,Originated,A,T,PS005-E&I-M6-PL-2582 - Cable not terminator due to panel PNC-001 not install yet,PS5-08-35 - Optical Transport Network,PS5 - Milestone C
PL-002651,Originated,A,T,PS005-E&I-M6-PL-2583 - Cable not terminator due to panel PNC-001 not install yet,PS5-08-35 - Optical Transport Network,PS5 - Milestone C
PL-002652,Originated,A,T,PS005-E&I-M6-PL-2585 - Cable not terminator due to panel PNC-001 not install yet,PS5-08-35 - Optical Transport Network,PS5 - Milestone C
PL-002653,Originated,A,E,PS005-E&I-ALL-PL-1625 - Cable one side termination due to panel not install yet COW - TAG change to be done,PS5-61-08 - Electrical Control System,PS5 - Milestone C
PL-002655,Closed,C,E,PS005-HVA-ETC-PL-2254 - No access to operate Emergency stop,PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-002656,Originated,A,I,PS005-E&I-ALL-PL-2589 - Power cable HIPPS Cabinet in General Batch 2 Should be replaced by Fire resistance (Orange cable),PS5-0H-01 - HIPPS,PS5 - Milestone H
PL-002662,Closed,C,I,PS005-E&I-ALL-PL-2426 - Special tool to reset Fire suppression solenoid valve to be provided. One by substation,PS5-01-09 - Inergen for EITS Building,PS5 - Milestone A
PL-002663,Originated,B,E,4:IP washers are damaged,PS5-61-01 - 33kV Switchboard EITS Building (PS5-61-IJ-0001),PS5 - Milestone D
PL-002664,Originated,B,E,4.1:Some cable entries are installed without IPwashers,PS5-61-01 - 33kV Switchboard EITS Building (PS5-61-IJ-0001),PS5 - Milestone D
PL-002665,Originated,A,M,"4:Pressure gauge glass was dislodged, and the gauge found in a bent position",PS5-61-01 - 33kV Switchboard EITS Building (PS5-61-IJ-0001),PS5 - Milestone D
PL-002666,Originated,C,M,4.1:Oil barrel leakage (Since bottom side of the barrel was leaking turnedupsidedown),PS5-61-01 - 33kV Switchboard EITS Building (PS5-61-IJ-0001),PS5 - Milestone D
PL-002667,Originated,C,M,4:There is no mention of the tag number on the name plate.,PS5-09-03 - HVAC for Generator Building,PS5 - Milestone D
PL-002668,Originated,C,M,4:There is no mention of the tag number on the name plate.,PS5-09-03 - HVAC for Generator Building,PS5 - Milestone D
PL-002669,Closed,A,M,4.1:Rust was found on the coupling / coupling hub during the inspection.,PS5-09-03 - HVAC for Generator Building,PS5 - Milestone D
PL-002670,Originated,C,M,"4:As per the packing list, 2 numbers of compressed non-asbestos fibre gaskets; Received 4 numbers were received, resulting in an overage of 2 numbers.",PS5-60-24 - Cooling Water Tank & Pump,PS5 - Milestone E
PL-002672,Originated,A,M,Pressure gauges removed from the equipment by CPP preservation/ material team to be reistated after piping installation,PS5-01-03 - Fire Water Pump B,PS5 - Milestone C
PL-002799,Closed,A,M,4:The Emergency shutdown button not installed in its designed position,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002800,Originated,B,M,4.1:Scratches found near the Supply air Fan.,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002801,Closed,A,P,18: Torquing to be done for the sliding and baseplate.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-002802,Closed,A,P,18.1:Ladders and Platform need to be installed.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-002803,Originated,A,P,18.2:Insulation need to be done.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-002804,Originated,A,P,18:Torquing need to be done for sliding and baseplate.,PS6-05-01 - Emergency Diesel Generator Package,PS6 - Milestone C
PL-002806,Originated,A,P,18.1: Piping reinstatement need to be complete.,PS6-05-01 - Emergency Diesel Generator Package,PS6 - Milestone C
PL-002807,Originated,A,P,18.3: All the Piping works and reinstatment need to be completed.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-002808,Originated,A,P,19:Piping reinstatement to be completed.,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-002809,Originated,A,P,"19.1:Pig signaller tag number 25-ZS1101,PSV,Temp transmitter to be install.",PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-002810,Originated,A,P,19:All the piping reinstatement need to be completed.,PS6-25-07 - Export Pipeline Pig Launcher,PS6 - Milestone E
PL-002811,Originated,A,P,"19.1:Pig Signaller, PT,TT,PSV need to be install.",PS6-25-07 - Export Pipeline Pig Launcher,PS6 - Milestone E
PL-002812,Closed,A,M,4.2:Isolator Switch for (ON/OFF) is inside the elect rical panel found not installed in its designed position,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002813,Closed,A,M,4.3:The fresh air damper cover need to be install.,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002814,Closed,A,M,4.4No packing list for the components of HVAC or commissioning Spare parts materials received with packages.,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002815,Closed,A,M,4:The Emergency shutdown button not installed in its designed position,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002816,Originated,B,M,4.1:Scratches found near the Supply air Fan.,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002817,Closed,A,M,4.2:Isolator Switch for (ON/OFF) is inside the elect rical panel found not installed in its designed position,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002818,Closed,B,M,4.3:The fresh air damper cover need to be install.,PS6-09-04 - HVAC for EITS Building,PS6 - Milestone C
PL-002868,Originated,B,E,"ECS-iVT - 2024-05-29-007 SFP (100Mb or 1Gb) to provide for Ethernet switches, SW02A/SW02B",PS5-61-08 - Electrical Control System,PS5 - Milestone C
PL-002869,Originated,B,E,"ECS-iVT - 2024-05-29-007 SFP (100Mb or 1Gb) to provide for Ethernet switches, SW02A",PS6-61-05 - Electrical Control System,PS6 - Milestone E
PL-002874,Originated,B,I,4:The panel board was found to have fallen from its bolt support during transportation. The bolt locations were cracked and torn due to excessive load.,PS5-25-03 - Crude Oil Export Pump B,PS5 - Milestone H
PL-002875,Originated,B,I,4:The panel board was found to have fallen from its bolt support during transportation. The bolt locations were cracked and torn due to excessive load.,PS5-25-04 - Crude Oil Export Pump C,PS5 - Milestone H
PL-003051,Originated,C,M,PS005-E&I-COW-1004 - Maintenance trolley for BlokSet : oil filling required,PS5-78-01 - Lifting and handling equipment,PS5 - Milestone E
PL-003059,Originated,B,E,PS005-E&I-COW-1014 - ATS PLC SOFTWARE (I/O MAPPING) TO BE UPDATED AND TESTED,PS5-61-07 - 0.4kV Switchboard EITS Building (PS5-61-IK-0001),PS5 - Milestone A
PL-003063,Completed,C,E,PS005-E&I-COW-1018 - Missing Terminal ID X05 and Terminal numbers 1 to 8,PS5-06-01 - AC UPS - EITS Building,PS5 - Milestone A
PL-003068,Originated,B,E,PS005-E&I-COW-1023 - STS SETTINGS TO BE SET,PS5-06-01 - AC UPS - EITS Building,PS5 - Milestone A
PL-003069,Originated,B,E,PS006-E&I-COW-1024 - STS SETTINGS TO BE SET,PS6-06-01 - AC UPS - EITS Building,PS6 - Milestone A
PL-003077,Originated,A,E,Vendor TB minimum termination capacity is 25 sqmm. Vendor to provide terminals suitable  16 sqmm and to be installed by Construction CTR.,PS5-62-10 - CRO Generator Building Normal L&SP DB  - PS5-61-IG-0015,PS5 - Milestone B
PL-003078,Originated,A,E,Vendor TB minimum termination capacity is 25 sqmm. Vendor to provide terminals suitable  6 sqmm and to be installed by Construction CTR.,PS5-62-07 - CRO Generator Electrical Building Emergency Lighting DB  - PS5-05-IG-0026,PS5 - Milestone B
PL-003254,Originated,A,I,Range calibration to be done,PS5-25-01 - Export Pipeline Pig Receiver,PS5 - Milestone H
PL-003259,Originated,A,I,Range calibration to be done,PS5-28-17 - Reinjection Pump,PS5 - Milestone H
PL-003260,Originated,A,I,Range calibration to be done,PS6-25-01 - Export Pipeline Pig Receiver,PS6 - Milestone E
PL-003261,Originated,A,I,Range calibration to be done,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-003294,Originated,A,I,"Cyber-FAT-120 Moxa switch for SIS PS2-03-SW-0001 was tested in Vitrolles, the remaining moxa sw are in Batam or they have been already sent to site.",PS5-04-05 - 33kV SIS/FGS System,PS5 - Milestone A
PL-003295,Originated,A,I,"Cyber-FAT-120 Moxa switch for SIS PS2-03-SW-0001 was tested in Vitrolles, the remaining moxa sw are in Batam or they have been already sent to site.",PS6-04-03 - SIS/FGS System,PS6 - Milestone B
PL-003308,Originated,A,E,Bearing insulation resistance: phase to earth.,PS6-28-04 - Reinjection Pump,PS6 - Milestone E
PL-003309,Originated,A,E,Bearing insulation resistance: phase to earth.,PS6-53-02 - Water Distribution Pump,PS6 - Milestone D
PL-003310,Originated,B,E,Serial N° is missing,PS6-53-02 - Water Distribution Pump,PS6 - Milestone D
PL-003349,Originated,A,E,Bearing insulation resistance: phase to earth to be done.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-003358,Originated,A,M,4:Post Insulator bushings: damaged and detached from from its original position.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003359,Originated,A,M,4.1:Missing item for bolt support: 7 flat washers and 4 lock washers.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003360,Originated,A,M,4.2:Painting removed and scratches observed on the top of the LLHT transformer NER top cover.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003361,Originated,A,M,"4.3:Heat plate found damaged, bend, and small scratches observed.",PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003362,Originated,A,M,"4.4:Resistor elements found damaged leads to the broken small pieces, formation of resistor dust inside the LLHT Transformer",PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003363,Originated,A,M,4.5:Paint damage and scratches found inside the walls and at the bottom of the transformer resistor block element,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003367,Originated,A,M,4.6:Scratches found on the cable sleeve.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003370,Originated,A,M,4.7:Cable from Current Transformer (CT L/P2 term inal) to Resistor block found detached/loose at Resistor block connection point.,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003371,Originated,A,M,4.8:Bottom bolts for holding Post Insulation bushings found missing,PS6-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS6-61-IJ-0010),PS6 - Milestone F
PL-003372,Originated,A,M,4:Missing screw nut at the Outgoing terminal box of the LLHT Transfomer NER,PS6-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS6-61-IJ-0011),PS6 - Milestone F
PL-003387,Originated,A,E,13:Bearing insulation resistance: phase to earth test to be done,PS6-28-04 - Reinjection Pump,PS6 - Milestone E
PL-003388,Originated,B,E,13: Motor Serial number to be updated.,PS6-53-02 - Water Distribution Pump,PS6 - Milestone D
PL-003401,Originated,A,E,13:Bearing insulation resistance: phase to earth to be done.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-003402,Originated,B,E,13.1: Serial no of Motor not Found in data sheet,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-003415,Closed,A,I,PS005-E&I-ALL-PL-2608 - PAL Cable that currently installed Flame Retardant (E253359) shall be replace with Fire Resistan cable IEC60331 (Orange).,PS5-01-09 - Inergen for EITS Building,PS5 - Milestone A
PL-003416,Closed,A,I,PS005-E&I-ALL-PL-2608 - PAL Cable that currently installed Flame Retardant (E253359) shall be replace with Fire Resistan cable IEC60331 (Orange).,PS5-01-09 - Inergen for EITS Building,PS5 - Milestone A
PL-003417,Closed,A,I,PS005-E&I-ALL-PL-2608 - PAL Cable that currently installed Flame Retardant (E253359) shall be replace with Fire Resistan cable IEC60331 (Orange).,PS5-01-09 - Inergen for EITS Building,PS5 - Milestone A
PL-003473,Originated,A,E,7:,PS5-61-07 - 0.4kV Switchboard EITS Building (PS5-61-IK-0001),PS5 - Milestone A
PL-003579,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHALL BE COMPLETED (DISCIPILINE - PIPING),PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-003580,Originated,B,M,10.1:FINAL ALIGNMENT SHULD BE DONE,PS5-60-01 - Power Generation Package A,PS5 - Milestone B
PL-003581,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-003582,Originated,B,M,10.1:FINAL ALIGNMENT SHOULD BE DONE,PS5-60-04 - Power Generation Package B,PS5 - Milestone B
PL-003583,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-003584,Originated,B,M,10.1:FINAL ALIGNMENT SHULD BE DONE,PS5-60-07 - Power Generation Package C,PS5 - Milestone D
PL-003585,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-003586,Originated,B,M,10.1:FINAL ALIGNMENT SHULD BE DONE,PS5-60-10 - Power Generation Package D,PS5 - Milestone D
PL-003587,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-003588,Originated,B,M,10.1:FINAL ALIGNMENT SHULD BE DONE,PS5-60-13 - Power Generation Package E,PS5 - Milestone D
PL-003589,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-003590,Originated,B,M,10.1:FINAL ALIGNMENT SHOULD BE DONE,PS5-60-16 - Power Generation Package F,PS5 - Milestone D
PL-003591,Originated,B,P,10:FINAL PIPING CONNECTION AND REINSTATEMENT SHAL BE COMPLETED (DESCIPILINE - PIPING),PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-003592,Originated,B,M,10.1:FINAL ALIGNMENT SHOULD BE DONE,PS5-60-19 - Power Generation Package G,PS5 - Milestone E
PL-003593,Closed,A,M,Structural bolts shall be properly secured & tightened all over the EITS Building area,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003594,Originated,B,B,"Proper Leveling, compaction, gravel fill required for the whole EITS building area.",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003595,Closed,A,M,Grating Clips shall be properly fastened and tightened,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003596,Originated,B,M,"External covers outside the EITS building found gaps, screw damages & holes mismatch.",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003597,Originated,B,B,Proper finishing required for the EITS building foundations.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003598,Closed,B,E,13:Bearing insulation resistance: phase to earth to be done,PS6-53-02 - Water Distribution Pump,PS6 - Milestone D
PL-003599,Closed,B,E,13.1: Motor Serial Number to be updated.,PS6-53-02 - Water Distribution Pump,PS6 - Milestone D
PL-003600,Originated,B,E,Sprinkler to be installed after GALT.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003601,Originated,A,M,Anchor bolts need to be tightened for HVAC ACU units.,PS5-09-05 - HVAC for EITS Building,PS5 - Milestone A
PL-003602,Closed,B,M,Handrail Splice needs to be Welded and Painted at East side area,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003603,Originated,B,E,13:Bearing insulation resistance: phase to earth to be done.,PS6-28-04 - Reinjection Pump,PS6 - Milestone E
PL-003604,Originated,B,E,13.1: Motor Serial Number to be updated.,PS6-28-04 - Reinjection Pump,PS6 - Milestone E
PL-003605,Originated,A,H,All HVAC ducts were misaligned with the ACU units.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003606,Originated,A,E,Earthing bonders need to be installed all over structural connection.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003608,Originated,A,E,For all Inergen lines U-bolts tightening & Torquing shall be done before GALT,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003609,Closed,A,M,Shutoff Dampers were not installed above the HVAC ACU units (4 Dampers),PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003610,Originated,A,H,HVAC Ducts leak test shall be performed after finishing the whole installations,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003611,Originated,A,B,Missing two elbows (3019F and 3019G),PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003612,Closed,A,P,MCT not provided for the Inergen pipes which are entering into the Inergen Package,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003613,Originated,B,E,13:Bearing insulation resistance: phase to earth To be done.,PS6-28-03 - Closed Drain Drum & Pump,PS6 - Milestone E
PL-003615,Originated,B,E,"All EIT cable tray, Ladder, tray supports shall be installed",PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003616,Closed,A,E,Electrical earthing around the building shall be completed.,PS5-83-01 - EITS Building,PS5 - Milestone A
PL-003617,Originated,A,E,"4:During inspection, the junction box fell down due to improper fixing. The item was dispatched without being securely installed.",PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-003618,Originated,B,E,4.1:No cable glands are installed in the DECT MDU PANEL,PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-003619,Originated,B,E,4.2:All installed cables are directly fixed to the transformer without cable trays and/or rigid conduit pipes.,PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-003620,Originated,B,E,"4.3:""At the commissioning stage, it is necessary to verify the functionality of the equipment and confirm the absence of any hidden defects. Because panel was unfixed.""",PS5-61-03 - 6.6kV Switchboard and Transformer LLHT South - EITS Building (PS5-61-IJ-0011),PS5 - Milestone G
PL-003621,Originated,B,E,4:No cable glands are installed in the DECT MDU PANEL,PS5-61-02 - 6.6kV Switchboard and Transformer LLHT North - EITS Building (PS5-61-IJ-0010),PS5 - Milestone G
